air_mass_coeff,amb_e,amb_e_sat,batt_volt,Bowen_ratio,CO2_density,CO2_density_SIGMA,CO2_sig_strgth_Min,e,e_probe,e_sat,e_sat_probe,energy_closure,ET,FC_mass,FC_samples,FETCH_MAX,FP_DIST_INTRST,FW,FW_SIGMA,G,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,G_5_1_1,G_plate_1_1_1,G_plate_2_1_1,G_plate_3_1_1,G_plate_4_1_1,G_plate_5_1_1,H,H_FW,H_FW_samples,H_samples,H2O_density,H2O_density_SIGMA,H2O_probe,H2O_sig_strgth_Min,hydra1_temp,hydra2_temp,hydra3_temp,hydra4_temp,hydra5_temp,LE,LE_samples,LW_IN,LW_OUT,NETRAD,PA,P_Tot,RH_1_1_1,RH_2_1_1,RH_3_1_1,SG_1_1_1,SG_2_1_1,SG_3_1_1,SG_4_1_1,SG_5_1_1,SoilWater_1,SoilWater_2,SoilWater_3,SoilWater_4,SoilWater_5,SW_IN,SW_OUT,T_CANOPY,T_DP_1_1_1,T_DP_2_1_1,T_DP_3_1_1,T_SI111_body,T_SONIC,T_SONIC_SIGMA,TA_1_1_1,TA_2_1_1,TA_3_1_1,TAU,TKE,TS1_2cm,TS1_6cm,TS2_2cm,TS2_6cm,TS3_2cm,TS3_6cm,TS4_2cm,TS4_6cm,TS5_2cm,TS5_6cm,TSTAR,USTAR,Ux,Ux_SIGMA,Uy,Uy_SIGMA,Uz,Uz_SIGMA,VPD,WD,WD_SIGMA,WD_SONIC,WS,WS_MAX,WS_RSLT
Misc,EC100 Probe,EC100 Probe,Misc,Misc,IRGASON,IRGASON,IRGASON,IRGASON,TS-100,IRGASON,TS-100,Misc,Sonic Anemometer,IRGASON,IRGASON,Sonic Anemometer,Sonic Anemometer,Fine Wire Thermocouple,Fine Wire Thermocouple,Energy Budget,Energy Budget,Energy Budget,Energy Budget,Energy Budget,Energy Budget,Soil Heat Flux Plates,Soil Heat Flux Plates,Soil Heat Flux Plates,Soil Heat Flux Plates,Soil Heat Flux Plates,Energy Budget,Fine Wire Thermocouple,Fine Wire Thermocouple,IRGASON,IRGASON,IRGASON,TS-100,IRGASON,Soil Moisture Probes,Soil Moisture Probes,Soil Moisture Probes,Soil Moisture Probes,Soil Moisture Probes,Energy Budget,IRGASON,Net Radiometer,Net Radiometer,Net Radiometer,EC100 Probe,Sonic Anemometer,EC100 Probe,IRGASON,TS-100,Soil Heat Flux Plates,Soil Heat Flux Plates,Soil Heat Flux Plates,Soil Heat Flux Plates,Soil Heat Flux Plates,Soil Moisture Probes,Soil Moisture Probes,Soil Moisture Probes,Soil Moisture Probes,Soil Moisture Probes,Net Radiometer,Net Radiometer,Infrared Sensor,EC100 Probe,IRGASON,TS-100,Infrared Sensor,Sonic Anemometer,Sonic Anemometer,EC100 Probe,IRGASON,TS-100,Sonic Anemometer,Sonic Anemometer,Soil Thermocouple,Soil Thermocouple,Soil Thermocouple,Soil Thermocouple,Soil Thermocouple,Soil Thermocouple,Soil Thermocouple,Soil Thermocouple,Soil Thermocouple,Soil Thermocouple,Sonic Anemometer,Sonic Anemometer,Sonic Anemometer,Sonic Anemometer,Sonic Anemometer,Sonic Anemometer,Sonic Anemometer,Sonic Anemometer,TS-100,Sonic Anemometer,Sonic Anemometer,Sonic Anemometer,Sonic Anemometer,Sonic Anemometer,Sonic Anemometer
